device_id,device_type,firmware_version,connection_type,packet_count,avg_packet_size,bandwidth_usage_mb,failed_connection_attempts,unusual_port_access,protocol_type,login_attempts,encryption_used,anomaly_score,geo_location,traffic_spike_ratio,intrusion_label
D651,Smart Plug,v3.0,5G,33100,150,2971.32,3,1,HTTP,29,1,0.12,Asia,4.09,0
D652,Router,v3.0,5G,45412,285,3895.2,18,0,UDP,16,1,0.461,Africa,1.04,0
D653,Smart Plug,v2.0,5G,2128,476,1568.86,18,0,HTTP,9,1,0.857,Africa,0.2,0
D654,Sensor,v1.0,WiFi,30533,647,139.04,1,0,MQTT,7,0,0.492,Europe,4.72,0
D655,Camera,v2.1,WiFi,18413,265,1079.58,5,0,TCP,25,1,0.811,South America,3.19,1
D656,Sensor,v1.0,Ethernet,48890,634,3415.17,12,0,MQTT,10,1,0.776,Asia,3.15,0
D657,Smart Plug,v3.0,Ethernet,9750,1363,4945.59,14,0,HTTP,19,1,0.16,Asia,1.33,0
D658,Smart Plug,v1.0,Ethernet,26324,284,76.75,9,1,HTTP,9,1,0.329,Europe,0.7,0
D659,Router,v2.1,5G,30464,220,1537.71,9,0,MQTT,18,1,0.764,South America,3.53,0
D660,Camera,v2.0,Ethernet,18461,1268,319.48,3,0,HTTP,5,0,0.159,Africa,2.59,0
D661,Router,v1.1,WiFi,2513,192,1588.58,13,0,UDP,10,1,0.423,North America,1.59,0
D662,Smart Plug,v1.0,Ethernet,40894,1330,2035.51,7,0,MQTT,15,0,0.137,Europe,1.58,0
D663,Sensor,v1.1,Ethernet,31170,1259,4605.1,5,0,TCP,9,1,0.236,Europe,4.45,0
D664,Camera,v3.0,WiFi,38286,940,412.0,11,0,UDP,24,1,0.286,Europe,4.45,1
D665,Sensor,v2.0,WiFi,22509,333,3887.9,7,0,UDP,21,1,0.53,South America,1.37,0
D666,Sensor,v2.0,5G,29954,226,1983.72,5,0,HTTP,0,1,0.912,North America,3.97,0
D667,Camera,v1.0,WiFi,31306,1018,4058.2,14,0,MQTT,7,1,0.386,South America,1.13,0
D668,Router,v2.0,WiFi,29755,87,2571.88,18,1,HTTP,16,0,0.85,Europe,4.04,0
D669,Sensor,v1.0,Ethernet,10052,560,206.02,13,0,MQTT,18,1,0.695,North America,0.63,0
D670,Smart Plug,v1.0,WiFi,36465,256,4731.57,2,0,MQTT,8,1,0.78,Asia,3.79,0
D671,Sensor,v1.1,5G,17862,941,422.84,17,0,TCP,19,1,0.762,Asia,2.78,0
D672,Camera,v2.0,Ethernet,720,453,2992.44,9,0,HTTP,7,1,0.302,North America,0.59,0
D673,Camera,v1.0,5G,33797,560,4389.56,13,0,MQTT,8,1,0.236,Europe,3.08,0
D674,Camera,v1.1,WiFi,15555,1027,408.05,13,0,TCP,15,0,0.978,South America,0.96,0
D675,Router,v2.1,5G,22310,869,2773.93,6,0,MQTT,13,1,0.738,Europe,0.97,0
D676,Sensor,v1.1,5G,47773,192,4123.21,6,0,HTTP,23,1,0.366,North America,2.24,0
D677,Router,v1.1,WiFi,1074,1084,4931.76,10,0,MQTT,5,1,0.554,Europe,4.82,0
D678,Router,v1.0,WiFi,12779,616,3624.39,17,1,UDP,8,1,0.776,Europe,4.46,1
D679,Camera,v3.0,Ethernet,27529,1123,1398.89,9,0,HTTP,10,1,0.056,Asia,4.13,0
D680,Camera,v3.0,Ethernet,18173,424,3500.86,14,0,UDP,21,1,0.099,Africa,4.26,0
D681,Router,v3.0,Ethernet,4771,828,3531.78,11,0,TCP,14,0,0.025,South America,2.49,0
D682,Sensor,v1.1,WiFi,30465,1302,3502.83,16,0,MQTT,14,1,0.164,Europe,1.87,0
D683,Smart Plug,v1.0,5G,46467,350,4272.76,16,0,HTTP,4,1,0.119,Asia,4.42,0
D684,Router,v2.0,5G,45678,831,446.03,0,0,TCP,7,1,0.463,Africa,0.4,0
D685,Sensor,v1.1,Ethernet,9017,988,551.02,5,0,UDP,19,1,0.287,Asia,4.98,0
D686,Camera,v1.1,Ethernet,41221,432,3206.68,14,0,UDP,2,1,0.046,Europe,2.76,0
D687,Camera,v1.0,WiFi,7884,962,4769.87,18,1,UDP,19,1,0.449,South America,2.7,1
D688,Sensor,v2.1,5G,47093,1273,2334.53,13,0,UDP,27,1,0.579,Africa,1.46,0
D689,Smart Plug,v1.1,Ethernet,33526,1148,4803.21,9,0,TCP,24,0,0.37,Europe,0.85,0
D690,Camera,v2.1,WiFi,35765,325,4691.05,9,0,MQTT,3,1,0.26,North America,3.4,0
D691,Camera,v2.1,Ethernet,12391,851,4515.52,6,0,TCP,6,1,0.39,Europe,1.81,0
D692,Camera,v3.0,WiFi,19026,174,4550.16,6,0,MQTT,16,1,0.52,Asia,1.51,0
D693,Sensor,v1.0,5G,26254,1005,4492.61,13,0,HTTP,11,1,0.436,Europe,0.81,0
D694,Router,v2.1,WiFi,25750,204,4101.25,14,0,UDP,5,0,0.093,North America,2.68,0
D695,Camera,v1.0,Ethernet,46440,808,3477.95,19,0,TCP,23,1,0.457,North America,2.94,0
D696,Router,v3.0,Ethernet,3305,598,131.8,8,1,HTTP,22,1,0.72,Europe,2.22,0
D697,Smart Plug,v1.0,5G,36912,142,669.95,14,1,MQTT,20,1,0.82,North America,0.06,0
D698,Camera,v1.1,5G,30394,1118,679.82,8,0,HTTP,3,0,0.44,Asia,2.46,0
D699,Camera,v2.1,Ethernet,36301,572,127.47,6,0,HTTP,17,0,0.994,North America,1.36,0
D700,Smart Plug,v1.0,Ethernet,39579,1034,592.34,10,0,MQTT,15,1,0.843,North America,0.69,0
D701,Camera,v2.0,Ethernet,7484,129,4599.53,4,0,HTTP,0,1,0.215,South America,2.89,1
D702,Router,v1.0,5G,17361,1458,3322.38,8,0,UDP,28,1,0.457,Asia,3.36,0
D703,Sensor,v2.1,Ethernet,3159,350,1567.24,5,1,MQTT,16,1,0.295,North America,2.59,0
D704,Router,v3.0,5G,31834,1263,3968.87,6,0,MQTT,4,1,0.55,Europe,3.07,0
D705,Sensor,v3.0,Ethernet,23491,186,2446.96,13,0,TCP,24,1,0.224,North America,3.03,0
D706,Sensor,v2.1,WiFi,16015,1318,719.21,18,0,HTTP,22,0,0.035,Africa,0.62,0
D707,Router,v1.1,WiFi,40381,618,4423.67,10,0,UDP,17,1,0.904,Africa,1.08,0
D708,Router,v1.1,Ethernet,46733,1067,1699.92,6,0,UDP,5,1,0.52,Asia,0.05,0
D709,Router,v3.0,WiFi,34542,67,3497.31,5,0,MQTT,25,1,0.915,Africa,4.91,0
D710,Router,v3.0,5G,42668,475,1460.06,3,0,HTTP,22,1,0.118,Africa,1.06,1
D711,Smart Plug,v2.1,WiFi,25893,313,2505.36,13,0,MQTT,12,0,0.151,North America,4.07,0
D712,Camera,v1.1,WiFi,46846,1432,4083.1,2,0,UDP,7,1,0.226,Asia,3.91,0
D713,Sensor,v3.0,5G,32089,1420,792.32,16,0,UDP,26,1,0.457,South America,3.53,0
D714,Router,v1.1,WiFi,49565,516,4886.48,14,0,UDP,24,0,0.88,North America,2.25,0
D715,Router,v3.0,WiFi,25405,221,360.38,0,0,MQTT,18,1,0.65,South America,2.92,0
D716,Router,v1.0,Ethernet,16867,900,2674.7,10,0,HTTP,27,1,0.055,Europe,0.93,0
D717,Smart Plug,v2.0,5G,38752,1077,4580.97,12,0,HTTP,15,1,0.407,Africa,0.53,0
D718,Router,v1.0,5G,18296,1357,4729.01,2,0,MQTT,17,0,0.723,North America,1.76,0
D719,Router,v3.0,Ethernet,18808,1116,1168.22,12,0,UDP,6,1,0.322,Asia,4.13,1
D720,Router,v2.0,Ethernet,13483,1041,728.49,17,0,HTTP,23,0,0.493,Africa,2.82,0
D721,Camera,v2.0,WiFi,5348,398,3624.77,8,0,UDP,8,1,0.711,Europe,3.82,0
D722,Smart Plug,v3.0,WiFi,36297,1325,219.45,1,1,MQTT,25,1,0.965,Africa,4.45,0
D723,Router,v3.0,WiFi,26540,216,2431.34,7,0,HTTP,27,1,0.333,Africa,2.8,0
D724,Sensor,v1.1,Ethernet,21330,812,3983.81,1,0,HTTP,29,1,0.744,South America,1.84,0
D725,Sensor,v3.0,5G,29754,897,2805.67,0,1,MQTT,20,1,0.747,Europe,4.28,0
D726,Sensor,v2.1,WiFi,16711,1202,948.19,2,0,MQTT,24,1,0.543,Asia,1.15,0
D727,Smart Plug,v3.0,Ethernet,22557,871,2440.35,16,0,HTTP,0,1,0.813,Africa,0.12,0
D728,Smart Plug,v2.1,5G,10356,821,4607.16,6,0,TCP,8,1,0.536,Africa,0.25,0
D729,Sensor,v3.0,Ethernet,41071,1486,3089.89,9,0,UDP,28,1,0.625,Asia,2.91,1
D730,Router,v1.1,WiFi,40633,1119,3610.24,18,0,TCP,9,1,0.837,Asia,4.46,0
D731,Smart Plug,v2.1,Ethernet,34390,595,1687.96,8,0,HTTP,20,1,0.476,North America,2.82,1
D732,Sensor,v1.0,Ethernet,33559,116,950.53,17,0,TCP,29,1,0.478,North America,2.05,0
D733,Sensor,v2.1,Ethernet,28381,781,1285.65,14,1,MQTT,17,1,0.591,Africa,2.89,0
D734,Router,v1.1,Ethernet,1839,1282,2670.56,16,0,UDP,21,0,0.804,North America,3.36,0
D735,Camera,v2.1,5G,1625,1392,1408.3,16,0,MQTT,0,1,0.127,Africa,3.79,0
D736,Smart Plug,v3.0,WiFi,16553,408,2714.4,18,0,MQTT,12,0,0.771,Asia,1.74,0
D737,Router,v3.0,5G,6351,1169,3541.88,8,0,MQTT,13,1,0.295,North America,1.93,0
D738,Sensor,v1.1,Ethernet,43308,64,3674.64,5,1,MQTT,22,1,0.071,Europe,0.12,1
D739,Sensor,v2.0,Ethernet,19607,230,831.78,18,0,UDP,6,0,0.792,Europe,3.25,0
D740,Router,v3.0,WiFi,13960,380,3754.65,7,0,HTTP,27,1,0.145,Asia,3.88,0
D741,Smart Plug,v1.0,WiFi,21208,1270,3366.71,5,0,HTTP,28,0,0.213,Africa,2.55,0
D742,Camera,v1.1,5G,28006,1028,69.91,16,0,UDP,25,1,0.706,Europe,1.88,0
D743,Camera,v2.1,5G,7749,961,303.77,5,0,MQTT,7,0,0.565,North America,1.67,1
D744,Sensor,v2.1,WiFi,34155,336,3234.79,12,0,TCP,0,1,0.92,South America,3.23,0
D745,Smart Plug,v1.0,5G,13293,436,1924.68,1,1,HTTP,1,0,0.954,Africa,1.65,1
D746,Camera,v3.0,Ethernet,31122,1449,739.06,11,0,MQTT,10,1,0.314,North America,3.0,0
D747,Smart Plug,v1.1,Ethernet,31756,963,231.54,6,0,TCP,0,1,0.324,Africa,4.63,0
D748,Smart Plug,v1.0,WiFi,41635,264,805.4,5,0,TCP,23,1,0.21,North America,1.65,0
D749,Sensor,v3.0,5G,16013,1279,4787.99,16,0,MQTT,11,0,0.518,Asia,0.34,0
D750,Camera,v1.1,Ethernet,15729,1428,3640.55,7,1,UDP,7,1,0.378,Asia,4.37,0
D751,Router,v2.1,WiFi,30792,1386,2643.25,5,1,MQTT,27,1,0.015,Asia,1.37,0
D752,Sensor,v1.1,5G,5054,203,4708.29,18,0,UDP,2,1,0.395,Asia,4.94,0
D753,Camera,v2.0,Ethernet,33612,369,3099.36,8,0,TCP,9,1,0.062,North America,4.2,0
D754,Camera,v1.1,5G,10819,1283,3630.97,19,0,HTTP,14,0,0.799,Europe,2.13,0
D755,Camera,v2.0,5G,27749,1148,1420.43,15,0,UDP,11,0,0.929,North America,3.14,0
D756,Camera,v1.1,5G,12502,423,2949.02,17,0,UDP,1,0,0.296,North America,1.39,0
D757,Camera,v2.0,WiFi,37444,370,725.95,18,0,UDP,24,1,0.651,South America,0.42,0
D758,Smart Plug,v2.1,Ethernet,9316,396,2028.37,6,0,HTTP,4,1,0.089,South America,2.63,0
D759,Sensor,v3.0,WiFi,49231,1170,175.87,7,0,MQTT,8,0,0.364,North America,2.12,0
D760,Smart Plug,v2.0,Ethernet,31150,397,1090.97,18,0,TCP,17,0,0.576,Asia,4.85,0
D761,Router,v2.0,Ethernet,30372,580,383.59,0,0,TCP,5,1,0.104,South America,2.99,0
D762,Camera,v2.1,WiFi,5150,794,1945.02,12,0,UDP,10,1,0.377,South America,3.74,0
D763,Sensor,v2.0,WiFi,46816,987,4216.75,0,1,TCP,13,1,0.955,North America,0.68,0
D764,Camera,v1.0,Ethernet,2538,829,1895.89,10,0,UDP,0,0,0.166,Africa,3.62,0
D765,Sensor,v2.1,Ethernet,43250,1481,4159.88,1,0,HTTP,22,0,0.62,South America,0.28,0
D766,Smart Plug,v1.0,Ethernet,47531,848,3285.93,2,0,UDP,3,1,0.833,Asia,3.07,0
D767,Sensor,v2.1,5G,46937,1467,2552.55,12,0,HTTP,6,0,0.771,North America,4.19,0
D768,Router,v2.0,Ethernet,41687,84,1192.09,6,0,UDP,8,0,0.771,Africa,2.42,0
D769,Router,v1.0,WiFi,16860,942,4611.56,1,0,UDP,16,1,0.059,Europe,1.08,0
D770,Sensor,v2.0,WiFi,12178,240,280.46,1,0,HTTP,16,1,0.974,Asia,2.22,0
D771,Sensor,v2.1,WiFi,16573,1450,3447.68,2,0,MQTT,10,1,0.727,Asia,4.21,0
D772,Sensor,v2.0,Ethernet,43915,85,3109.99,12,1,HTTP,22,1,0.954,North America,3.57,0
D773,Sensor,v1.0,Ethernet,9357,900,2210.8,11,1,UDP,25,0,0.979,Europe,3.03,0
D774,Router,v1.0,5G,22550,1023,1209.2,0,0,TCP,26,1,0.357,Asia,3.47,0
D775,Camera,v2.0,5G,25734,611,2159.17,17,0,MQTT,11,1,0.543,Asia,4.17,0
D776,Sensor,v1.1,WiFi,46673,313,4365.14,4,0,TCP,14,0,0.729,North America,0.76,0
D777,Sensor,v2.1,5G,28748,724,4185.46,18,0,MQTT,1,0,0.849,Asia,4.21,0
D778,Router,v2.1,5G,27276,1015,4707.49,9,0,UDP,7,1,0.971,Africa,4.03,0
D779,Router,v2.0,WiFi,49080,1160,1545.89,5,0,MQTT,19,1,0.974,Europe,2.39,0
D780,Smart Plug,v1.1,Ethernet,10396,1178,1941.65,17,1,TCP,22,1,0.328,South America,2.01,0
D781,Sensor,v1.0,5G,22059,1263,103.44,14,0,HTTP,25,1,0.68,South America,4.66,0
D782,Smart Plug,v3.0,Ethernet,14670,189,4715.32,13,0,MQTT,1,0,0.147,Europe,4.1,0
D783,Router,v3.0,WiFi,35523,1291,1653.66,15,0,MQTT,23,1,0.811,Africa,4.94,0
D784,Router,v2.0,WiFi,14827,1333,2026.78,3,0,UDP,5,0,0.16,North America,3.21,0
D785,Camera,v1.1,5G,17999,674,4539.95,18,0,UDP,0,1,0.891,North America,0.16,0
D786,Sensor,v1.1,WiFi,35885,1358,2637.73,7,0,MQTT,24,1,0.979,South America,0.77,0
D787,Smart Plug,v2.1,WiFi,47010,1073,2835.21,0,0,UDP,26,0,0.086,Asia,4.1,0
D788,Router,v1.0,WiFi,40211,107,889.4,19,1,UDP,17,1,0.512,Europe,3.19,0
D789,Router,v1.1,5G,12439,611,2498.31,12,1,HTTP,3,1,0.265,Africa,0.99,0
D790,Smart Plug,v3.0,5G,34441,1255,4591.86,8,0,MQTT,24,1,0.47,North America,0.06,0
D791,Camera,v1.0,5G,5697,498,2798.0,0,0,TCP,7,1,0.294,Europe,1.31,0
D792,Router,v1.0,WiFi,27212,1117,1283.03,14,0,HTTP,7,1,0.066,Asia,0.69,0
D793,Sensor,v2.0,Ethernet,36794,857,165.59,14,1,UDP,13,1,0.394,South America,4.38,0
D794,Router,v1.1,WiFi,10344,420,1688.15,13,0,HTTP,19,1,0.205,Asia,4.41,0
D795,Sensor,v2.0,5G,3896,1335,2867.23,4,0,MQTT,13,1,0.549,Africa,4.21,0
D796,Smart Plug,v1.1,Ethernet,41691,316,222.64,16,0,MQTT,0,0,0.681,South America,0.47,0
D797,Sensor,v2.1,Ethernet,10153,848,3052.86,5,1,MQTT,25,1,0.405,Asia,0.68,0
D798,Smart Plug,v2.0,5G,28628,784,2621.83,8,0,TCP,19,1,0.204,Africa,0.68,1
D799,Sensor,v2.0,Ethernet,18748,1469,3919.34,19,0,TCP,2,0,0.192,Africa,1.29,0
D800,Smart Plug,v3.0,Ethernet,18531,800,154.15,18,0,TCP,14,1,0.002,Africa,0.36,0
D801,Sensor,v2.0,5G,635,963,3906.43,16,1,UDP,26,0,0.702,Europe,4.91,1
D802,Camera,v1.1,Ethernet,48569,186,2609.18,6,0,MQTT,18,1,0.253,Africa,4.28,0
D803,Sensor,v3.0,Ethernet,40752,1381,1858.94,7,0,MQTT,0,1,0.971,North America,0.35,0
D804,Sensor,v2.0,5G,44593,748,4827.26,14,0,TCP,24,1,0.747,Africa,0.72,1
D805,Camera,v2.0,Ethernet,6981,206,809.0,5,0,HTTP,2,0,0.295,Asia,1.31,0
D806,Router,v2.1,Ethernet,45885,1066,2711.21,0,1,HTTP,19,1,0.159,North America,3.88,0
D807,Router,v2.0,Ethernet,19581,1001,1611.7,8,1,UDP,0,1,0.624,South America,3.57,0
D808,Sensor,v1.0,Ethernet,42335,574,2642.16,6,0,HTTP,18,0,0.865,North America,3.15,0
D809,Camera,v3.0,5G,35941,120,2765.85,19,0,UDP,16,0,0.584,Asia,4.56,1
D810,Sensor,v1.0,WiFi,48831,105,456.35,18,0,HTTP,12,0,0.011,South America,0.18,1
D811,Smart Plug,v3.0,WiFi,1125,884,3309.06,3,1,HTTP,19,1,0.786,Asia,0.81,0
D812,Smart Plug,v2.1,Ethernet,30969,1208,3176.06,0,0,HTTP,15,0,0.964,Asia,0.95,0
D813,Sensor,v2.0,5G,34919,406,3849.64,8,0,MQTT,25,1,0.047,Europe,0.3,0
D814,Router,v2.0,5G,30292,395,462.39,1,0,TCP,11,1,0.809,Europe,3.09,0
D815,Router,v2.0,Ethernet,3721,404,1493.32,15,0,MQTT,6,1,0.719,Asia,1.05,0
D816,Sensor,v3.0,WiFi,30666,404,3254.05,1,0,TCP,25,1,0.397,Africa,2.41,0
D817,Sensor,v2.0,Ethernet,21047,912,692.29,2,0,HTTP,26,1,0.634,Europe,3.43,0
D818,Smart Plug,v1.0,5G,14505,245,3391.22,13,0,TCP,23,1,0.159,Asia,2.98,0
D819,Router,v2.0,5G,4503,1047,304.54,12,1,MQTT,23,1,0.72,North America,1.45,0
D820,Sensor,v2.1,WiFi,36191,1351,1681.31,16,0,TCP,16,1,0.581,Asia,2.07,0
D821,Smart Plug,v1.0,5G,22625,1297,4235.09,9,0,TCP,10,1,0.087,Asia,1.7,0
D822,Router,v2.0,5G,5117,586,3873.71,2,0,TCP,21,1,0.868,South America,4.26,0
D823,Camera,v2.0,5G,39303,245,3227.36,3,0,HTTP,7,1,0.128,Europe,2.1,0
D824,Smart Plug,v1.1,WiFi,48360,314,4353.59,4,0,TCP,9,1,0.438,South America,0.31,0
D825,Router,v3.0,5G,46038,201,3549.26,10,0,HTTP,15,1,0.131,Africa,3.1,0
D826,Router,v1.0,Ethernet,19829,1305,2601.68,5,0,HTTP,28,0,0.646,Asia,0.99,1
D827,Smart Plug,v1.1,WiFi,28530,814,4898.79,0,1,UDP,9,1,0.738,Europe,1.69,0
D828,Camera,v2.1,Ethernet,38684,517,3477.33,18,0,TCP,23,1,0.947,Europe,1.64,0
D829,Smart Plug,v3.0,Ethernet,37472,946,3010.82,6,0,HTTP,24,0,0.253,Europe,0.36,0
D830,Router,v1.0,WiFi,36292,150,2050.26,9,0,TCP,7,1,0.366,Asia,4.75,0
D831,Sensor,v2.0,Ethernet,14728,356,4513.04,11,0,TCP,4,1,0.387,Asia,2.74,0
D832,Sensor,v1.0,WiFi,44729,155,1485.59,11,1,MQTT,16,1,0.097,North America,0.78,0
D833,Smart Plug,v2.0,Ethernet,12601,271,56.01,0,0,UDP,12,1,0.808,South America,2.78,0
D834,Router,v3.0,WiFi,30231,1291,991.74,8,0,TCP,24,1,0.083,South America,2.26,0
D835,Sensor,v2.0,5G,23666,249,556.49,16,0,TCP,9,0,0.339,Asia,1.72,0
D836,Router,v2.1,5G,23924,1172,1601.78,11,0,HTTP,9,1,0.19,Africa,2.36,1
D837,Smart Plug,v2.0,Ethernet,2912,219,4131.13,1,0,HTTP,25,1,0.664,Europe,3.35,0
D838,Sensor,v2.1,5G,32912,356,3261.13,8,0,MQTT,25,1,0.906,Asia,1.0,0
D839,Router,v3.0,WiFi,27426,596,853.21,11,0,UDP,20,1,0.746,Asia,2.69,0
D840,Sensor,v3.0,Ethernet,49885,224,3946.22,3,1,UDP,22,1,0.775,Asia,4.06,0
D841,Smart Plug,v1.0,5G,9502,1473,2526.06,11,0,UDP,11,1,0.079,Europe,1.11,0
D842,Router,v2.1,5G,26425,914,2568.45,17,0,TCP,11,1,0.739,Europe,2.58,0
D843,Sensor,v2.1,Ethernet,41653,219,1816.94,2,0,UDP,6,0,0.063,Asia,4.83,1
D844,Smart Plug,v1.1,5G,26100,206,4324.44,0,0,MQTT,10,1,0.484,North America,4.0,0
D845,Sensor,v1.1,5G,24359,1371,1598.45,17,0,MQTT,19,1,0.692,South America,2.97,0
D846,Sensor,v1.1,Ethernet,47449,625,479.76,7,1,TCP,23,0,0.255,North America,3.75,0
D847,Camera,v2.0,5G,2026,98,1520.62,18,0,TCP,26,1,0.683,North America,2.63,0
D848,Camera,v1.1,5G,956,287,3579.61,3,0,TCP,25,1,0.881,Asia,4.93,0
D849,Smart Plug,v2.1,5G,6088,731,3291.33,15,0,HTTP,24,1,0.878,Europe,0.85,1
D850,Camera,v2.0,5G,8843,456,948.21,16,0,TCP,11,1,0.192,South America,3.6,0
D851,Smart Plug,v3.0,Ethernet,4238,471,567.8,8,1,MQTT,3,1,0.275,North America,0.03,0
D852,Camera,v1.0,WiFi,43948,1475,3307.72,7,0,TCP,17,1,0.666,Africa,0.63,0
D853,Sensor,v1.1,WiFi,16182,360,3385.12,19,0,HTTP,9,1,0.841,Europe,3.61,0
D854,Smart Plug,v3.0,5G,47738,386,1837.09,18,0,TCP,19,1,0.455,Europe,3.8,0
D855,Smart Plug,v2.1,5G,33474,102,4215.58,6,0,HTTP,1,1,0.922,South America,0.2,0
D856,Sensor,v1.0,WiFi,8963,568,4891.24,11,0,HTTP,27,1,0.575,South America,1.67,1
D857,Smart Plug,v3.0,5G,37890,816,1036.17,0,0,HTTP,0,1,0.262,South America,0.59,0
D858,Smart Plug,v1.0,WiFi,49268,1403,2889.57,16,0,TCP,13,1,0.02,Asia,4.45,0
D859,Camera,v1.1,Ethernet,29907,1204,36.68,5,0,TCP,16,1,0.807,Europe,2.27,0
D860,Smart Plug,v2.1,Ethernet,22218,1429,3568.14,4,0,MQTT,26,1,0.093,Asia,2.21,0
D861,Router,v1.0,Ethernet,5249,303,2077.27,19,0,UDP,3,0,0.078,Asia,4.12,0
D862,Sensor,v3.0,Ethernet,38179,750,974.41,6,1,TCP,29,1,0.777,Asia,3.48,0
D863,Camera,v1.1,Ethernet,2584,803,3763.59,11,0,MQTT,24,1,0.032,Europe,4.61,0
D864,Camera,v1.1,Ethernet,25291,1060,4055.14,4,0,UDP,29,1,0.843,Africa,4.69,0
D865,Router,v3.0,WiFi,47880,550,564.72,1,0,MQTT,8,1,0.599,North America,1.57,0
D866,Sensor,v3.0,5G,48701,828,214.57,3,0,UDP,6,1,0.637,Europe,3.24,0
D867,Sensor,v1.0,WiFi,43909,1498,1677.05,16,1,MQTT,20,1,0.938,Europe,2.71,1
D868,Camera,v2.0,Ethernet,20891,686,3133.69,7,0,TCP,21,1,0.867,South America,2.98,0
D869,Smart Plug,v1.1,5G,3907,799,3969.16,19,0,UDP,16,1,0.076,North America,3.13,0
D870,Camera,v1.0,5G,26748,361,2734.85,4,0,HTTP,2,1,0.853,South America,0.3,1
D871,Sensor,v3.0,Ethernet,31190,1139,2907.94,16,0,MQTT,0,1,0.667,Africa,4.48,0
D872,Router,v1.0,Ethernet,25200,796,4001.29,19,0,TCP,9,1,0.317,Asia,0.7,0
D873,Camera,v3.0,Ethernet,31049,1064,2648.93,3,0,TCP,4,1,0.853,South America,2.12,0
D874,Sensor,v2.1,Ethernet,36041,367,3059.66,17,0,UDP,3,1,0.023,Africa,1.46,0
D875,Camera,v3.0,Ethernet,17957,1375,2585.92,17,0,MQTT,18,1,0.838,North America,2.77,0
D876,Smart Plug,v3.0,Ethernet,47080,727,4403.49,17,0,TCP,5,1,0.62,Asia,4.81,1
D877,Camera,v3.0,5G,27950,962,1185.23,15,0,HTTP,5,1,0.261,Africa,2.06,0
D878,Camera,v2.0,Ethernet,43067,1205,1327.33,10,0,MQTT,8,1,0.006,South America,3.02,0
D879,Sensor,v3.0,Ethernet,2512,854,648.53,7,1,TCP,19,0,0.521,Africa,0.71,0
D880,Sensor,v1.1,5G,48961,710,4099.14,11,0,TCP,8,1,0.422,Africa,2.32,0
D881,Sensor,v1.1,WiFi,3282,272,2064.77,17,0,HTTP,28,1,0.863,Asia,4.58,0
D882,Camera,v1.0,Ethernet,21048,1214,1745.99,17,1,TCP,14,1,0.788,Europe,4.66,0
D883,Smart Plug,v2.0,5G,33882,1380,4906.93,7,0,UDP,19,1,0.59,Africa,2.73,0
D884,Router,v1.0,5G,17353,582,4634.75,15,0,MQTT,7,1,0.151,Asia,3.84,0
D885,Router,v1.1,WiFi,39781,1309,4860.22,16,0,UDP,23,1,0.726,Asia,0.02,0
D886,Sensor,v1.1,Ethernet,35595,140,720.07,1,0,UDP,1,0,0.594,North America,2.66,0
D887,Sensor,v2.1,Ethernet,2952,401,4457.35,14,0,HTTP,29,1,0.023,North America,3.66,0
D888,Camera,v3.0,Ethernet,41945,926,1650.26,6,0,UDP,9,1,0.762,Europe,1.65,0
D889,Router,v1.1,5G,19092,976,73.16,0,0,UDP,13,1,0.832,South America,4.51,0
D890,Sensor,v1.0,Ethernet,1373,1362,1962.58,1,0,UDP,27,1,0.774,Africa,3.9,0
D891,Smart Plug,v1.0,Ethernet,7749,870,2550.89,3,0,TCP,23,1,0.176,Africa,3.85,0
D892,Smart Plug,v3.0,Ethernet,29102,1204,550.02,15,0,HTTP,1,1,0.503,Asia,0.11,0
D893,Sensor,v3.0,Ethernet,34823,1379,2693.01,11,0,TCP,26,1,0.527,Asia,0.92,0
D894,Sensor,v2.1,WiFi,8878,1358,4099.12,16,0,TCP,23,1,0.934,Asia,3.57,0
D895,Router,v2.0,WiFi,24876,1244,1894.48,3,0,UDP,21,1,0.926,North America,2.81,0
D896,Router,v1.0,WiFi,4649,635,1769.7,15,0,TCP,12,1,0.062,Asia,2.89,0
D897,Camera,v3.0,Ethernet,15963,1271,1700.66,6,0,TCP,18,1,0.999,Europe,0.07,0
D898,Router,v1.0,Ethernet,11909,487,4616.24,7,0,TCP,27,1,0.787,Asia,2.21,0
D899,Smart Plug,v3.0,5G,8402,736,253.3,8,0,UDP,26,0,0.376,South America,3.93,0
D900,Smart Plug,v1.1,5G,8200,1103,2230.93,13,1,MQTT,29,1,0.743,Asia,3.32,0
D901,Sensor,v1.0,5G,3011,989,1330.35,8,0,MQTT,28,0,0.377,Africa,2.86,0
D902,Router,v1.1,Ethernet,12191,161,4470.1,14,0,TCP,28,1,0.936,Africa,3.48,0
D903,Camera,v1.0,WiFi,9199,363,489.3,3,0,UDP,29,1,0.378,Asia,4.25,0
D904,Smart Plug,v2.0,WiFi,5763,810,2063.1,2,0,HTTP,6,1,0.766,Africa,4.25,0
D905,Smart Plug,v2.1,WiFi,30004,1394,2040.01,9,0,MQTT,11,1,0.155,Asia,2.28,0
D906,Camera,v1.1,Ethernet,28391,337,4443.09,3,0,TCP,5,0,0.852,Asia,1.54,1
D907,Camera,v3.0,WiFi,44749,324,1085.31,17,0,UDP,2,1,0.62,North America,1.83,0
D908,Smart Plug,v2.0,5G,47236,1326,3228.03,10,0,MQTT,29,1,0.808,North America,2.61,1
